product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Gulvløper Bilbao,80 x 300 cm,499.0,,,,,"Spar 199,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-bilbao-80-x-300-cm-200614,29940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM2'}]"
Sparkesykkel,"200 mm store hjul, X-RIDE",549.0,,,,,"Spar 350,-",2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,https://www.europris.no/p-sparkesykkel-200-mm-store-hjul-x-ride-180556,199.0,2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM3'}]"
Gulvløper Sicilia,80x300 cm,699.0,,,,,"Spar 279,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-sicilia-80x300-cm-210454,41940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM4'}]"
Teppe,160x220 cm Lindøya,999.0,,,,,"Spar 399,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-teppe-160x220-cm-lindoya-210686,59940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM5'}]"
Teppe Kragerø,160 x 220 cm,1099.0,,,,,"Spar 439,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-teppe-kragero-160-x-220-cm-203069,65940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM6'}]"
Teppe,160x220 cm Hvasser,1299.0,,,,,"Spar 519,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-teppe-160x220-cm-hvasser-210683,77940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM7'}]"
Teppe Kragerø,200 x 290 cm,1699.0,,,,,"Spar 679,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-teppe-kragero-200-x-290-cm-203068,101940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM8'}]"
Teppe,200x290 cm Hvasser,1999.0,,,,,"Spar 799,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-teppe-200x290-cm-hvasser-210682,119940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM9'}]"
Påskelilje,P9,14.9,,3 for 2,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-paskelilje-p9-183681,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM%2B'}]"
Kattesnacks,60 g Catnip Nood,19.9,,"3 for 50,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-kattesnacks-60-g-catnip-nood-212574,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM%2F'}]"
Kattesnacks,60 g Seafood Nood,19.9,,"3 for 50,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-kattesnacks-60-g-seafood-nood-212576,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANA'}]"
Kattesnacks,60 g Paw lickin Nood,19.9,,"3 for 50,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-kattesnacks-60-g-paw-lickin-nood-212575,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANB'}]"
Kattesnacks,60 g Bangin beef Nood,19.9,,"3 for 50,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-kattesnacks-60-g-bangin-beef-nood-212573,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANC'}]"
Påskelilje,P12,29.9,,3 for 2,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-paskelilje-p12-183682,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAND'}]"
Tannkrem 2-pk,Karies Kontroll Colgate,32.9,,Spar 9%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-karies-kontroll-colgate-209821,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANE'}]"
WC blokk,3-pk Eco Effekt,34.9,,Spar 14%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-wc-blokk-3-pk-eco-effekt-206078,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANF'}]"
WC blokk,3-pk Ocean Effekt,34.9,,Spar 14%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-wc-blokk-3-pk-ocean-effekt-206075,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANG'}]"
WC blokk,3-pk Floral Effekt,34.9,,Spar 14%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-wc-blokk-3-pk-floral-effekt-206076,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANH'}]"
WC blokk,3-pk Lavender Effekt,34.9,,Spar 14%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-wc-blokk-3-pk-lavender-effekt-206077,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANI'}]"
Feiebrett m/kost,Farger,34.9,,Spar 14%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-feiebrett-m-kost-farger-140369,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANJ'}]"
Tannkrem 2-pk,Max white Colgate,35.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-max-white-colgate-194567,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANK'}]"
Tannkrem 2-pk,50 ml Total Colgate,35.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-50-ml-total-colgate-205149,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANL'}]"
Tannkrem 2-pk,Komplett Daily repair Colgate,35.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-komplett-daily-repair-colgate-173861,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANM'}]"
Tannkrem 2-pk,Max fresh Colgate,39.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-max-fresh-colgate-194568,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANN'}]"
Tannkrem 2-pk,Sensation white Colgate,39.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-tannkrem-2-pk-sensation-white-colgate-194570,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANO'}]"
Microfiberklut Effekt,5-pk 40x40 cm,49.9,,Spar 27%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-microfiberklut-effekt-5-pk-40x40-cm-177615,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANP'}]"
Balsam,200 ml Volume Aussie,59.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-balsam-200-ml-volume-aussie-212656,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANQ'}]"
Balsam,200 ml Miracle moist Aussie,59.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-balsam-200-ml-miracle-moist-aussie-212663,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANR'}]"
Shampoo,300 ml Volume Aussie,59.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-shampoo-300-ml-volume-aussie-212655,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANS'}]"
Shampoo,300 ml Miracle moist Aussie,59.9,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-shampoo-300-ml-miracle-moist-aussie-212654,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANT'}]"
Dental sticks,120 g Lam Nature's kitchen,59.9,,Spar 50%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-dental-sticks-120-g-lam-nature-s-kitchen-208377,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANU'}]"
Dental sticks,120 g kylling Nature's kitchen,59.9,,Spar 50%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-dental-sticks-120-g-kylling-nature-s-kitchen-208376,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANV'}]"
Hundemat 85 g,chicken Nature's kitchen,59.9,,Spar 50%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-hundemat-85-g-chicken-nature-s-kitchen-208381,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANW'}]"
Hundemat 60 g mini,duck Nature's kitchen,59.9,,Spar 50%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-hundemat-60-g-mini-duck-nature-s-kitchen-208379,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANX'}]"
Hundemat 60 g mini,lamb  Nature's kitchen,59.9,,Spar 50%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-hundemat-60-g-mini-lamb-nature-s-kitchen-208378,,,,dyr,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANY'}]"
Sodastream,"440 ml, 7-up",79.9,,,,,"2 for 100,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-sodastream-440-ml-7-up-193958,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANZ'}]"
Sodastream,"440 ml, Pepsi",79.9,,,,,"2 for 100,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-sodastream-440-ml-pepsi-193960,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANa'}]"
Sodastream 440 ml,Mountain Dew,79.9,,,,,"2 for 100,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-sodastream-440-ml-mountain-dew-197124,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANb'}]"
Sodastream 440 ml,Pepsi max cherry,79.9,,,,,"2 for 100,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-sodastream-440-ml-pepsi-max-cherry-210292,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANc'}]"
Sodastream 440 ml,Lipton Ice tea peach,79.9,,,,,"2 for 100,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-sodastream-440-ml-lipton-ice-tea-peach-205735,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANd'}]"
Hårolje,100 ml Reconstructor Aussie,89.9,,Spar 11%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-harolje-100-ml-reconstructor-aussie-212658,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANe'}]"
Matte,50x80 cm Althea,99.9,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-matte-50x80-cm-althea-208249,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANf'}]"
Matte Nizza,"L80 x B50 cm, antrasitt",99.9,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-matte-nizza-l80-x-b50-cm-antrasitt-203412,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANg'}]"
Matte Almeria,50 x 80 cm,99.9,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-matte-almeria-50-x-80-cm-208254,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANh'}]"
Omo,"1,5 l, farge",119.0,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-omo-color-1-5-l-192638,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANi'}]"
Omo Ultra hvitt,"1,5 l",119.0,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-omo-ultra-hvitt-1-5-l-192637,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANj'}]"
Blenda Sensitive,"1,5 l",119.0,,Spar 16%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-blenda-sensitive-1-5-l-193897,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANk'}]"
Yes oppvasktablett,51 stk Platinum,119.0,,Spar 8%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-yes-oppvasktablett-51-stk-platinum-212734,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANl'}]"
Yes oppvasktablett,70 stk Original,119.0,,Spar 8%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-yes-oppvasktablett-70-stk-original-212735,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANm'}]"
Dørmatte,50x80 cm Lux,149.0,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-dormatte-50x80-cm-lux-207780,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANn'}]"
Teppe Sevilla,Ø80,229.0,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-teppe-sevilla-o80-199639,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANo'}]"
Teppe Villano,Ø 80 cm,229.0,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-teppe-villano-o-80-cm-200927,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANp'}]"
Gulvløper Nizza,"L150 x B80 cm, grå",249.0,,Spar 40%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-nizza-l150-x-b80-cm-gra-211605,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANq'}]"
Zalo,5 l Ultra,259.0,,Spar 11%,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-zalo-5-l-ultra-196219,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANr'}]"
Gulvløper Althea,80x150 cm,259.0,,"Spar 103,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-althea-80x150-cm-208250,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANs'}]"
Gulvløper Almeria,80 x 150 cm,259.0,,"Spar 103,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-almeria-80-x-150-cm-208255,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANt'}]"
Teppe Play,"80x120 cm, Atlas",299.0,,"Spar 119,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-teppe-play-80x120-cm-atlas-206599,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANu'}]"
Teppe Play,"80x120 cm, Spill",299.0,,"Spar 119,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-teppe-play-80x120-cm-spill-206600,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANv'}]"
Gulvløper Roma,80 x 150 cm,329.0,,"Spar 131,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-roma-80-x-150-cm-209579,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANw'}]"
Gulvløper Capri,80 x 150 cm,329.0,,"Spar 131,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-capri-80-x-150-cm-209582,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANx'}]"
Gulvløper Sicilia,80x150 cm,349.0,,"Spar 139,-",2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,https://www.europris.no/p-gulvloper-sicilia-80x150-cm-210452,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZANy'}]"
