product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Cotton Medi garn bomull,"100% bomull, natur",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-natur-187463,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxP'}]"
Cotton Medi garn bomull,"100% bomull, svart",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-svart-187459,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxQ'}]"
Cotton Medi garn bomull,"100% bomull, marine",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-marine-187470,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxR'}]"
Cotton Medi garn bomull,"100% bomull, lavendel",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-lavendel-187468,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxS'}]"
Cotton Medi garn bomull,"100% bomull, denim blå",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-denim-bla-187469,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxT'}]"
Cotton Medi garn bomull,"100% bomull, mørk grå",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-mork-gra-187460,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxU'}]"
Cotton Medi garn bomull,"100% bomull, mørk rød",32.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-cotton-medi-garn-bomull-100-bomull-mork-rod-187466,2632.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxV'}]"
Raggegarn klassisk,"80% ull, denim",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-denim-192135,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxW'}]"
Raggegarn klassisk,"80% ull, grå/natur",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-gra-natur-180399,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxX'}]"
Raggegarn klassisk,"80% ull, koks/natur",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-koks-natur-180398,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxY'}]"
Raggegarn klassisk,"80% ull, natur/brun",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-natur-brun-180397,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AxZ'}]"
Raggegarn klassisk,"80% ull, koks melert",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-koks-melert-192132,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axa'}]"
Raggegarn klassisk,"80% ull, mørk denim",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-mork-denim-192133,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axb'}]"
Raggegarn klassisk,"80% ull, denim/natur mouline",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-80-ull-denim-natur-mouline-192134,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axc'}]"
Raggegarn klassisk ullmiks,"80% ull, natur/lys grå",33.9,,,,,Spar 19%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-raggegarn-klassisk-ullmiks-80-ull-natur-lys-gra-180396,2712.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axd'}]"
Iglo garn,hvit,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-hvit-202816,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axe'}]"
Iglo garn,rosa,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-rosa-205419,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axf'}]"
Iglo garn,isblå,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-isbla-205421,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axg'}]"
Iglo garn,oliven,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-oliven-196298,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axh'}]"
Iglo garn,turkis,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-turkis-205420,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axi'}]"
Iglo garn,oransje,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-oransje-202817,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axj'}]"
Iglo garn,varmgul,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-varmgul-196296,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axk'}]"
Iglo garn,lys denim,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-lys-denim-202814,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axl'}]"
Iglo garn,armygrønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-armygronn-202815,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axm'}]"
Iglo garn,mørk denim,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-garn-mork-denim-196299,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axn'}]"
Sportsgarn,espresso,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-espresso-205422,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axo'}]"
Sportsgarn,armygrønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-armygronn-202818,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axp'}]"
Sportsgarn,mørk rose,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-mork-rose-205424,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axq'}]"
Sportsgarn,mørk denim,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-mork-denim-196305,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axr'}]"
Sportsgarn,olivengrønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-olivengronn-205423,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axs'}]"
Sportsgarn,skarp grønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-skarp-gronn-210240,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axt'}]"
Iglo ullgarn,"100% ull, brun",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-brun-170091,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axu'}]"
Iglo ullgarn,"100% ull, grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-gra-123459,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axv'}]"
Iglo ullgarn,"100% ull, rød",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-rod-123462,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axw'}]"
Iglo ullgarn,"100% ull, sort",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-sort-123457,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axx'}]"
Iglo ullgarn,"100% ull, beige",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-beige-170089,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axy'}]"
Iglo ullgarn,"100% ull, natur",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-natur-123456,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Axz'}]"
Iglo ullgarn,"100% ull, marine",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-marine-123460,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax0'}]"
Iglo ullgarn,"100% ull, lys grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-iglo-ullgarn-100-ull-lys-gra-170086,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax1'}]"
Sportsgarn ull,"100% ren ny ull, grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-gra-123502,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax2'}]"
Sportsgarn ull,"100% ren ny ull, hvit",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-hvit-123500,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax3'}]"
Sportsgarn ull,"100% ren ny ull, sort",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-sort-123499,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax4'}]"
Sportsgarn ull,"100% ren ny ull, natur",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-natur-123498,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax5'}]"
Sportsgarn ull,"100% ren ny ull, lysgrå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-lysgra-144921,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax6'}]"
Sportsgarn ull,"100% ren ny ull, koksgrå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-koksgra-123511,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax7'}]"
Sportsgarn ull,"100% ren ny ull, mørk rød",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-sportsgarn-ull-100-ren-ny-ull-mork-rod-123504,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax8'}]"
Superwash ullgarn,rosa,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-rosa-205425,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax9'}]"
Superwash ullgarn,varmgul,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-varmgul-196306,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax%2B'}]"
Superwash ullgarn,Offwhite,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-offwhite-123531,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7Ax%2F'}]"
Superwash ullgarn,lys denim,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-lys-denim-202823,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyA'}]"
Superwash ullgarn,armygrønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-armygronn-205428,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyB'}]"
Superwash ullgarn,brun melert,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-brun-melert-202822,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyC'}]"
Superwash ullgarn,beige melert,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-beige-melert-202821,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyD'}]"
Superwash ullgarn,skarp grønn,36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-skarp-gronn-205426,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyE'}]"
Superwash ullgarn,"100% ren ny ull, grå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-gra-123536,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyF'}]"
Superwash ullgarn,"100% ren ny ull, hvit",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-hvit-123533,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyG'}]"
Superwash ullgarn,"100% ren ny ull, rød",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-rod-123538,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyH'}]"
Superwash ullgarn,"100% ren ny ull, sort",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-sort-123532,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyI'}]"
Superwash ullgarn,"100% ren ny ull, marine",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-marine-123537,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyJ'}]"
Superwash ullgarn,"100% ren ny ull, koksgrå",36.9,,,,,Spar 20%,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,https://www.europris.no/p-superwash-ullgarn-100-ren-ny-ull-koksgra-123546,2952.0,2021-03-07T00:00:00Z,2025-01-31T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AyK'}]"
